group,code,name,market,sector,periodReturn,bestStrategy,trades,winRate,averageReturn,maxDrawdown,latestSignal,priceScore,judgement,comment,nextCheck,caution
上がったが慎重,6492,岡野バルブ製造,スタンダード（内国株式）,機械,206.1,安値反転,1,100,20,0,上昇中押し目,68,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,検証回数が少ない
上がったが慎重,1909,日本ドライケミカル,スタンダード（内国株式）,機械,204.6,上昇中押し目,1,100,25.4,0,待ち,70.8,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,検証回数が少ない
上がったが慎重,4966,上村工業,スタンダード（内国株式）,化学,203.6,高値更新,7,57.1,4.2,-8.4,待ち,34.2,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,出来高、材料、過熱感,価格だけでは判断材料が足りない
上がったが慎重,6629,テクノホライゾン,スタンダード（内国株式）,電気機器,200.6,上昇中押し目,2,50,2.5,-7.7,待ち,19.3,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,価格だけでは判断材料が足りない
上がったが慎重,6752,パナソニック　ホールディングス,プライム（内国株式）,電気機器,198.8,上昇中押し目,1,100,10.8,0,高値圏,37.6,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,押し目、出来高継続、決算材料,検証回数が少ない
上がったが慎重,4422,ＶＡＬＵＥＮＥＸ,グロース（内国株式）,情報・通信業,196.3,高値更新,9,44.4,3,-13,待ち,22,見送り寄り,値動きは大きいですが、勝率が低い。買い候補ではなく監視・除外判断を優先します,出来高、材料、過熱感,勝率が低い
上がったが慎重,7717,ブイ・テクノロジー,プライム（内国株式）,精密機器,195.9,安値反転,1,100,19.8,-3.3,高値圏,51.7,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,押し目、出来高継続、決算材料,検証回数が少ない
上がったが慎重,8035,東京エレクトロン,プライム（内国株式）,電気機器,191.7,上昇中押し目,3,66.7,5.2,-6.7,待ち,34.7,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,財務、材料、流動性,価格だけでは判断材料が足りない
上がったが慎重,5074,テスホールディングス,プライム（内国株式）,建設業,188.4,上昇中押し目,1,100,21.4,0,上昇中押し目,70.9,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,決算成長、出来高、直近高値,検証回数が少ない
上がったが慎重,5471,大同特殊鋼,プライム（内国株式）,鉄鋼,185.9,高値更新,6,50,5.5,-8.2,高値圏,30.6,中立,値動きは大きいですが、高値掴みリスクが高い。買い候補ではなく監視・除外判断を優先します,押し目、出来高継続、決算材料,高値掴みリスクが高い
上がったが慎重,6433,ヒーハイスト,スタンダード（内国株式）,機械,185.9,高値更新,7,42.9,1.5,-13.1,待ち,18.3,見送り寄り,値動きは大きいですが、勝率が低い。買い候補ではなく監視・除外判断を優先します,出来高、材料、過熱感,勝率が低い
上がったが慎重,7999,ＭＵＴＯＨホールディングス,スタンダード（内国株式）,電気機器,180.5,安値反転,1,100,26,0,高値圏,68,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,押し目、出来高継続、決算材料,検証回数が少ない
上がったが慎重,8105,Ｂｉｔｃｏｉｎ　Ｊａｐａｎ,スタンダード（内国株式）,卸売業,178.2,高値更新,1,100,29,0,待ち,78,中立,値動きは大きいですが、検証回数が少ない。買い候補ではなく監視・除外判断を優先します,出来高、材料、過熱感,検証回数が少ない
上がったが慎重,6330,東洋エンジニアリング,プライム（内国株式）,建設業,177.4,高値更新,5,60,8.3,-16.2,待ち,33.1,中立,値動きは大きいですが、価格だけでは判断材料が足りない。買い候補ではなく監視・除外判断を優先します,出来高、材料、過熱感,価格だけでは判断材料が足りない
